event_id,user_id,convention_id,priority,sellable,price,allow_schedule_conflicts,custom_fields,age_range,name,duration,description,max_tickets,more_info_uri,alternatedaypart_id,preferreddaypart_id,type_id,long_description
,465607D0-4A31-11E6-8AEF-5D33BBF13DA0,6CB75E4C-4A31-11E6-B16E-5E33BBF13DA0,3,1,0,0,"{'Comments':'This event is for the Adventurers League.','TableSizePreference':'60 Round (6 Players Max)','GameSystem':'Dungeons & Dragons 5th Edition','PlayerExper':'Some Experience in Specific Rules'}",teen,Adventurers League Tier 1 Adventure,120,"A fun, Adventurers League romp for tier 1 characters.",7,,,C77AC184-63B3-11E6-BEA6-9CC7D3DEE7B3,C88515DE-63B3-11E6-BEA6-9CC7D3DEE7B3,"We can’t provide the details on this adventure yet, but we promise it’ll be a fun, Adventurers League romp for tier 1 characters."
